baranibar      02/11/2010 08:25:38 D D
oferrufino     02/11/2010 08:25:46 D D
drocabado      02/11/2010 08:26:39 D D
rsalamanca     02/11/2010 08:26:45 D D
jcarvallo      02/11/2010 08:26:54 D D
rvia           02/11/2010 08:27:01 D D
malmanza       02/11/2010 08:27:17 D D
sclaros        02/11/2010 08:28:34 D D
jbaptista      02/11/2010 08:28:42 D D
layllon        02/11/2010 08:28:49 D D
rmijaria       02/11/2010 08:28:58 D D
rcordova       02/11/2010 08:29:25 D D
rclaure        02/11/2010 08:29:35 D D
esanabria      02/11/2010 08:29:53 D D
amachaca       02/11/2010 08:30:52 D D
dpalomino      02/11/2010 08:30:59 D D
rmedrano       02/11/2010 08:31:06 D D
rpereira       02/11/2010 08:31:14 D D
fmosquera      02/11/2010 08:32:15 D D
ovelarde       02/11/2010 08:32:23 D D
scastro        02/11/2010 08:32:54 D D
acamacho       02/11/2010 08:33:00 D D
schopitea      02/11/2010 08:34:20 D D
avillegas      02/11/2010 08:34:29 D D
dsuarez        02/11/2010 08:34:36 D D
adelgadillo    02/11/2010 08:35:36 D D
rayala         02/11/2010 08:35:43 D D
mmejia         02/11/2010 08:35:48 D D
czamora        02/11/2010 08:36:00 D D
cvalverde      02/11/2010 08:36:52 D D
ebeltran       02/11/2010 08:36:58 D D
rrodriguez     02/11/2010 08:38:00 D D
gherbas        02/11/2010 08:38:27 D D
galcala        02/11/2010 08:38:33 D D
kmontalvo      02/11/2010 08:38:40 D D
plema          02/11/2010 08:39:34 D D
fllallagua     02/11/2010 08:39:42 D D
gvelasquez     02/11/2010 08:39:49 D D
hmaldonado     02/11/2010 08:40:10 D D
jduran         02/11/2010 08:40:17 D D
dcastro        02/11/2010 08:40:23 D D
jquispe        02/11/2010 08:41:04 D D
wrioja         02/11/2010 08:41:13 D D
smarino        02/11/2010 08:41:26 D D
rbaldelomar    02/11/2010 08:41:33 D D
bgranado       02/11/2010 08:41:40 D D
jsiles         02/11/2010 08:43:17 D D
esolis         02/11/2010 08:43:26 D D
cquiroga       02/11/2010 08:43:38 D D
dayaviri       02/11/2010 08:43:45 D D
icvargas       02/11/2010 08:45:54 D D
gcastro        02/11/2010 08:46:05 D D
fvega          02/11/2010 08:48:43 D D
csubieta       02/11/2010 08:52:11 D D
mmontano       02/11/2010 08:58:41 D D
krojas         02/11/2010 09:04:46 D D
jfuertes       02/11/2010 12:30:06 0 D
rcordova       02/11/2010 12:30:14 0 D
wrioja         02/11/2010 12:30:22 0 D
rbueno         02/11/2010 12:30:28 0 D
aencinas       02/11/2010 12:30:36 0 D
dayaviri       02/11/2010 12:30:45 0 D
jrojas         02/11/2010 12:30:58 0 D
ebeltran       02/11/2010 12:31:06 0 D
kmontalvo      02/11/2010 12:31:26 0 D
rpereira       02/11/2010 12:32:37 0 D
esolis         02/11/2010 12:33:47 0 D
ovelarde       02/11/2010 12:33:56 0 D
dpalomino      02/11/2010 12:34:02 0 D
drocabado      02/11/2010 12:34:09 0 D
cvalverde      02/11/2010 12:34:17 0 D
dsuarez        02/11/2010 12:34:33 0 D
mmontano       02/11/2010 12:34:41 0 D
rayala         02/11/2010 12:34:48 0 D
hvillegas      02/11/2010 12:34:57 0 D
mmejia         02/11/2010 12:35:03 0 D
esanabria      02/11/2010 12:35:10 0 D
adelgadillo    02/11/2010 12:35:18 0 D
farnez         02/11/2010 12:35:30 0 D
bgranado       02/11/2010 12:35:40 0 D
jsiles         02/11/2010 12:35:48 0 D
randia         02/11/2010 12:36:02 0 D
rrodriguez     02/11/2010 12:36:26 0 D
layllon        02/11/2010 12:36:43 0 D
hmaldonado     02/11/2010 12:37:11 0 D
schopitea      02/11/2010 12:37:20 0 D
dcastro        02/11/2010 12:37:31 0 D
rmijaria       02/11/2010 12:37:47 0 D
rvia           02/11/2010 12:37:55 0 D
rclaure        02/11/2010 12:38:05 0 D
galcala        02/11/2010 12:38:12 0 D
amachaca       02/11/2010 12:38:19 0 D
gherbas        02/11/2010 12:38:38 0 D
rchumacero     02/11/2010 12:39:17 0 D
avillegas      02/11/2010 12:40:01 0 D
mzambrana      02/11/2010 12:40:07 0 D
jrivera        02/11/2010 12:40:13 0 D
jguarachi      02/11/2010 12:40:18 0 D
jaquispe       02/11/2010 12:40:24 0 D
scastro        02/11/2010 12:40:34 0 D
oantezana      02/11/2010 12:40:49 0 D
tsoliz         02/11/2010 12:41:01 0 D
cquiroga       02/11/2010 12:41:14 0 D
jparra         02/11/2010 12:41:49 0 D
jbaptista      02/11/2010 12:42:01 0 D
plema          02/11/2010 12:42:35 0 D
cmollo         02/11/2010 12:42:48 0 D
rarteaga       02/11/2010 12:42:55 0 D
jduran         02/11/2010 12:44:42 0 D
smarino        02/11/2010 12:44:52 0 D
csubieta       02/11/2010 12:45:14 0 D
gcastro        02/11/2010 12:45:23 0 D
acamacho       02/11/2010 12:46:25 0 D
jdurandal      02/11/2010 12:46:50 0 D
fllallagua     02/11/2010 12:47:00 0 D
lsuarez        02/11/2010 12:47:45 0 D
icvargas       02/11/2010 12:47:54 0 D
krojas         02/11/2010 12:48:01 0 D
mcarvajal      02/11/2010 12:48:08 0 D
msinaniz       02/11/2010 12:49:12 0 D
rbaldelomar    02/11/2010 12:49:21 0 D
csubieta       02/11/2010 13:02:08 D D
gvelasquez     02/11/2010 13:04:37 0 D
sclaros        02/11/2010 13:05:45 0 D
rarteaga       02/11/2010 13:17:39 D D
hvillegas      02/11/2010 13:48:00 D D
fllallagua     02/11/2010 14:05:14 D D
acamacho       02/11/2010 14:05:21 D D
jcarvallo      02/11/2010 14:06:05 0 D
lsuarez        02/11/2010 14:07:39 D D
czamora        02/11/2010 14:11:23 D D
jdurandal      02/11/2010 14:12:06 D D
jparra         02/11/2010 14:12:17 D D
rayala         02/11/2010 14:14:09 D D
oantezana      02/11/2010 14:15:30 D D
jguarachi      02/11/2010 14:17:48 D D
sclaros        02/11/2010 14:19:04 D D
gvelasquez     02/11/2010 14:19:12 D D
jrojas         02/11/2010 14:22:43 D D
rbueno         02/11/2010 14:24:22 D D
drocabado      02/11/2010 14:24:29 D D
rcordova       02/11/2010 14:24:47 D D
rpereira       02/11/2010 14:24:56 D D
jcarvallo      02/11/2010 14:26:58 D D
rclaure        02/11/2010 14:27:42 D D
esanabria      02/11/2010 14:30:27 D D
jbaptista      02/11/2010 14:30:35 D D
ebeltran       02/11/2010 14:30:53 D D
mzambrana      02/11/2010 14:31:56 D D
adelgadillo    02/11/2010 14:32:13 D D
farnez         02/11/2010 14:32:20 D D
kmontalvo      02/11/2010 14:32:46 D D
amachaca       02/11/2010 14:32:53 D D
plema          02/11/2010 14:33:17 D D
rchumacero     02/11/2010 14:33:22 D D
mmejia         02/11/2010 14:33:58 D D
rmijaria       02/11/2010 14:34:16 D D
bgranado       02/11/2010 14:34:27 D D
dpalomino      02/11/2010 14:34:55 D D
rrodriguez     02/11/2010 14:35:24 D D
msinaniz       02/11/2010 14:35:36 D D
jsiles         02/11/2010 14:35:43 D D
schopitea      02/11/2010 14:35:48 D D
jrivera        02/11/2010 14:35:54 D D
jfuertes       02/11/2010 14:36:01 D D
wrioja         02/11/2010 14:36:07 D D
tsoliz         02/11/2010 14:36:30 D D
esolis         02/11/2010 14:36:38 D D
galcala        02/11/2010 14:38:05 D D
jduran         02/11/2010 14:39:01 D D
ovelarde       02/11/2010 14:39:26 D D
dcastro        02/11/2010 14:39:32 D D
jquispe        02/11/2010 14:40:25 D D
dsuarez        02/11/2010 14:41:13 D D
layllon        02/11/2010 14:41:41 D D
mcarvajal      02/11/2010 14:42:01 D D
cvalverde      02/11/2010 14:42:39 D D
dhuarita       02/11/2010 14:42:46 D D
hmaldonado     02/11/2010 14:42:55 D D
icvargas       02/11/2010 14:43:49 D D
dayaviri       02/11/2010 14:46:12 D D
krojas         02/11/2010 14:47:30 D D
jcardenas      02/11/2010 14:47:52 D D
avillegas      02/11/2010 14:49:47 D D
gcastro        02/11/2010 14:51:03 D D
scastro        02/11/2010 14:51:49 D D
fprudencio     02/11/2010 14:51:54 D D
fvega          02/11/2010 14:52:00 D D
rbaldelomar    02/11/2010 14:56:26 D D
fmosquera      02/11/2010 15:36:40 D D
rbueno         02/11/2010 18:33:11 0 D
jrojas         02/11/2010 18:33:18 0 D
rmedrano       02/11/2010 18:34:37 0 D
farnez         02/11/2010 18:34:44 0 D
layllon        02/11/2010 18:34:50 0 D
amachaca       02/11/2010 18:35:14 0 D
plema          02/11/2010 18:35:33 D D
jfuertes       02/11/2010 18:35:52 0 D
jsiles         02/11/2010 18:37:59 0 D
kmontalvo      02/11/2010 18:38:12 0 D
ebeltran       02/11/2010 18:39:11 0 D
msinaniz       02/11/2010 18:40:42 0 D
rvia           02/11/2010 18:41:11 0 D
rmijaria       02/11/2010 18:41:21 0 D
hvillegas      02/11/2010 18:42:39 0 D
oantezana      02/11/2010 18:42:48 0 D
dcastro        02/11/2010 18:43:09 0 D
rpereira       02/11/2010 18:43:33 0 D
rbaldelomar    02/11/2010 18:44:00 D D
jduran         02/11/2010 18:44:09 0 D
hmantezana     02/11/2010 18:44:22 0 D
jdurandal      02/11/2010 18:44:27 D D
randia         02/11/2010 18:46:58 0 D
dpalomino      02/11/2010 18:48:30 0 D
gcastro        02/11/2010 18:49:36 0 D
gherbas        02/11/2010 18:49:55 0 D
jcardenas      02/11/2010 18:50:14 0 D
wrioja         02/11/2010 18:50:44 0 D
rcordova       02/11/2010 18:50:54 0 D
esanabria      02/11/2010 18:51:29 0 D
drocabado      02/11/2010 18:51:43 0 D
fvega          02/11/2010 18:52:30 0 D
rcoronel       02/11/2010 18:52:54 0 D
mcarvajal      02/11/2010 18:54:42 0 D
icvargas       02/11/2010 18:54:50 0 D
malmanza       02/11/2010 18:57:23 0 D
rayala         02/11/2010 18:57:32 0 D
cquiroga       02/11/2010 18:57:39 0 D
cvalverde      02/11/2010 18:58:03 0 D
lsuarez        02/11/2010 18:59:08 0 D
schopitea      02/11/2010 18:59:20 0 D
pclaros        02/11/2010 18:59:29 0 D
galcala        02/11/2010 18:59:36 0 D
mzambrana      02/11/2010 19:06:44 0 D
rarteaga       02/11/2010 19:06:50 0 D
avillegas      02/11/2010 19:07:11 0 D
mmejia         02/11/2010 19:07:42 0 D
jrivera        02/11/2010 19:07:50 0 D
acamacho       02/11/2010 19:16:50 0 D
fllallagua     02/11/2010 19:16:59 0 D
jbaptista      02/11/2010 19:17:12 0 D
adelgadillo    02/11/2010 19:17:56 0 D
hmaldonado     02/11/2010 19:18:33 0 D
csubieta       02/11/2010 19:22:27 0 D
sclaros        02/11/2010 19:34:58 D D
sclaros        02/11/2010 19:35:05 0 D
tsoliz         02/11/2010 19:36:20 0 D
dhuarita       02/11/2010 19:36:44 0 D
gvelasquez     02/11/2010 19:36:53 0 D
jcarvallo      02/11/2010 20:06:03 0 D
jaquispe       02/11/2010 20:22:39 0 D
krojas         02/11/2010 20:31:47 0 D
rchumacero     02/11/2010 20:33:26 0 D
jguarachi      02/11/2010 20:35:39 0 D
cmollo         02/12/2010 06:51:01 D D
jrivera        02/12/2010 08:00:19 D D
gvelasquez     02/12/2010 08:03:10 D D
jdurandal      02/12/2010 08:06:42 D D
rchumacero     02/12/2010 08:06:50 D D
msinaniz       02/12/2010 08:13:11 D D
dmitma         02/12/2010 08:13:47 D D
smarino        02/12/2010 08:13:53 D D
rbueno         02/12/2010 08:15:45 D D
scastro        02/12/2010 08:16:27 D D
jsolorzano     02/12/2010 08:18:34 D D
jcarvallo      02/12/2010 08:18:51 D D
lsuarez        02/12/2010 08:21:47 D D
wrioja         02/12/2010 08:21:55 D D
rmijaria       02/12/2010 08:22:04 D D
mzambrana      02/12/2010 08:22:54 D D
hcaceres       02/12/2010 08:23:01 D D
drocabado      02/12/2010 08:24:43 D D
esanabria      02/12/2010 08:24:50 D D
dpalomino      02/12/2010 08:25:04 D D
jrojas         02/12/2010 08:25:22 D D
farnez         02/12/2010 08:25:31 D D
fvega          02/12/2010 08:26:49 D D
fllallagua     02/12/2010 08:27:16 D D
adelgadillo    02/12/2010 08:27:26 D D
dayaviri       02/12/2010 08:29:01 D D
dhuarita       02/12/2010 08:30:02 D D
kmontalvo      02/12/2010 08:30:11 D D
gcastro        02/12/2010 08:30:19 D D
sclaros        02/12/2010 08:30:55 D D
mcarvajal      02/12/2010 08:31:42 D D
mmontano       02/12/2010 08:32:04 D D
avillegas      02/12/2010 08:32:48 D D
schopitea      02/12/2010 08:32:53 D D
dsuarez        02/12/2010 08:33:23 D D
fmosquera      02/12/2010 08:33:29 D D
mmejia         02/12/2010 08:33:36 D D
rpereira       02/12/2010 08:33:45 D D
jsiles         02/12/2010 08:33:52 D D
amachaca       02/12/2010 08:35:10 D D
oantezana      02/12/2010 08:35:43 D D
rrodriguez     02/12/2010 08:37:37 D D
galcala        02/12/2010 08:37:44 D D
rayala         02/12/2010 08:37:51 D D
ebeltran       02/12/2010 08:37:57 D D
ebeltran       02/12/2010 08:38:02 D D
csubieta       02/12/2010 08:39:05 D D
layllon        02/12/2010 08:39:14 D D
dcastro        02/12/2010 08:39:22 D D
hvillegas      02/12/2010 08:39:45 D D
icvargas       02/12/2010 08:40:20 D D
plema          02/12/2010 08:40:30 D D
rcordova       02/12/2010 08:40:45 D D
bgranado       02/12/2010 08:41:18 D D
rbaldelomar    02/12/2010 08:43:14 D D
tsoliz         02/12/2010 08:43:41 D D
acamacho       02/12/2010 08:45:06 D D
ovelarde       02/12/2010 08:48:34 D D
jquispe        02/12/2010 08:48:40 D D
rmedrano       02/12/2010 08:48:49 D D
hmaldonado     02/12/2010 08:50:18 D D
cquiroga       02/12/2010 08:51:27 D D
krojas         02/12/2010 08:52:46 D D
oferrufino     02/12/2010 08:56:50 D D
gherbas        02/12/2010 09:01:41 D D
cvalverde      02/12/2010 09:08:49 D D
jguarachi      02/12/2010 10:41:49 D D
hmaldonado     02/12/2010 15:30:29 D D
rbueno         02/12/2010 15:30:39 0 D
jrojas         02/12/2010 15:31:26 0 D
jfuertes       02/12/2010 15:31:33 0 D
rcordova       02/12/2010 15:31:52 0 D
csubieta       02/12/2010 15:32:07 D D
wrioja         02/12/2010 15:36:45 0 D
amachaca       02/12/2010 15:38:29 0 D
rmedrano       02/12/2010 15:42:27 0 D
ovelarde       02/12/2010 15:42:39 0 D
fvega          02/12/2010 15:43:43 0 D
lsuarez        02/12/2010 15:47:43 D D
layllon        02/12/2010 15:48:00 0 D
dmitma         02/12/2010 15:49:22 0 D
dayaviri       02/12/2010 15:49:43 0 D
fllallagua     02/12/2010 15:50:16 0 D
cquiroga       02/12/2010 15:50:25 0 D
kmontalvo      02/12/2010 15:50:33 0 D
acamacho       02/12/2010 15:50:43 0 D
randia         02/12/2010 15:51:53 D D
mmejia         02/12/2010 15:52:39 0 D
smarino        02/12/2010 16:03:53 D D
rayala         02/12/2010 16:04:16 D D
adelgadillo    02/12/2010 16:04:25 D D
adelgadillo    02/12/2010 16:04:34 0 D
rayala         02/12/2010 16:04:43 0 D
rcoronel       02/12/2010 16:05:23 D D
cvalverde      02/12/2010 16:05:57 0 D
farnez         02/12/2010 16:06:35 0 D
msinaniz       02/12/2010 16:11:24 0 D
rbaldelomar    02/12/2010 16:11:34 0 D
rpereira       02/12/2010 16:11:47 0 D
jpinto         02/12/2010 16:11:59 D D
hvillegas      02/12/2010 16:46:28 D D
vdaga          02/12/2010 16:53:18 0 D
drocabado      02/12/2010 17:04:49 0 D
dpalomino      02/12/2010 17:12:11 0 D
csubieta       02/12/2010 17:55:26 D D
sclaros        02/12/2010 17:55:42 0 D
gvelasquez     02/12/2010 17:55:50 0 D
mzambrana      02/12/2010 17:56:04 0 D
jrivera        02/12/2010 17:56:32 0 D
krojas         02/12/2010 18:14:49 D D
krojas         02/12/2010 18:14:58 0 D
cmollo         02/12/2010 18:53:18 0 D
bgranado       02/12/2010 18:56:22 0 D
rrodriguez     02/12/2010 19:01:16 0 D
pdaza          02/12/2010 19:51:37 D D
pclaros        02/12/2010 19:51:49 0 D
jromay         02/12/2010 19:52:21 0 D
jcarvallo      02/12/2010 20:12:58 0 D
jmita          02/12/2010 20:44:03 D D
lsuarez        02/13/2010 14:58:46 D D
lsuarez        02/13/2010 18:13:38 0 D
jrivera        02/15/2010 15:03:07 D D
jrivera        02/15/2010 20:54:12 D D
jrivera        02/15/2010 20:54:20 0 D
lsuarez        02/17/2010 07:44:36 D D
gherbas        02/17/2010 07:47:57 D D
rchumacero     02/17/2010 07:59:00 D D
ecaero         02/17/2010 08:04:31 D D
mescobar       02/17/2010 08:05:53 D D
jdurandal      02/17/2010 08:11:55 D D
tsoliz         02/17/2010 08:12:43 D D
rayala         02/17/2010 08:13:58 D D
msinaniz       02/17/2010 08:14:06 D D
rcoronel       02/17/2010 08:14:10 D D
avillegas      02/17/2010 08:15:11 D D
plema          02/17/2010 08:16:21 D D
oantezana      02/17/2010 08:16:28 D D
asaldias       02/17/2010 08:16:36 D D
scastro        02/17/2010 08:18:47 D D
jcarvallo      02/17/2010 08:19:25 D D
farnez         02/17/2010 08:20:25 D D
mgonzalez      02/17/2010 08:20:34 D D
jguarachi      02/17/2010 08:20:42 D D
ebeltran       02/17/2010 08:21:01 D D
hvillegas      02/17/2010 08:21:27 D D
amachaca       02/17/2010 08:22:08 D D
jrivera        02/17/2010 08:22:41 D D
jmita          02/17/2010 08:22:47 D D
rmedrano       02/17/2010 08:22:55 D D
rbueno         02/17/2010 08:23:35 D D
agarcia        02/17/2010 08:24:42 D D
sclaros        02/17/2010 08:25:18 D D
jrojas         02/17/2010 08:25:25 D D
enotta         02/17/2010 08:26:45 D D
smarino        02/17/2010 08:26:54 D D
dayaviri       02/17/2010 08:27:25 D D
rcordova       02/17/2010 08:27:54 D D
esanabria      02/17/2010 08:28:08 D D
kmontalvo      02/17/2010 08:28:44 D D
mzambrana      02/17/2010 08:29:32 D D
wrioja         02/17/2010 08:30:38 D D
jbaptista      02/17/2010 08:30:47 D D
drocabado      02/17/2010 08:30:54 D D
dhuarita       02/17/2010 08:31:08 D D
rclaure        02/17/2010 08:31:56 D D
esolis         02/17/2010 08:33:16 D D
jsiles         02/17/2010 08:34:29 D D
dmitma         02/17/2010 08:36:17 D D
layllon        02/17/2010 08:36:24 D D
galcala        02/17/2010 08:36:43 D D
oferrufino     02/17/2010 08:37:15 D D
rpereira       02/17/2010 08:38:36 D D
dsuarez        02/17/2010 08:38:45 D D
krojas         02/17/2010 08:39:01 D D
jquispe        02/17/2010 08:39:09 D D
dcastro        02/17/2010 08:39:15 D D
cquiroga       02/17/2010 08:40:08 D D
rbaldelomar    02/17/2010 08:40:50 D D
czamora        02/17/2010 08:40:57 D D
hmaldonado     02/17/2010 08:41:05 D D
ovelarde       02/17/2010 08:41:14 D D
adelgadillo    02/17/2010 08:41:46 D D
bgranado       02/17/2010 08:42:32 D D
rrodriguez     02/17/2010 08:42:52 D D
fllallagua     02/17/2010 08:43:43 D D
dpalomino      02/17/2010 08:43:50 D D
icvargas       02/17/2010 08:43:59 D D
csubieta       02/17/2010 08:45:34 D D
mmejia         02/17/2010 08:45:41 D D
rmijaria       02/17/2010 08:45:51 D D
fvega          02/17/2010 08:48:19 D D
cvalverde      02/17/2010 08:50:46 D D
gcastro        02/17/2010 08:52:23 D D
mmontano       02/17/2010 08:53:16 D D
acamacho       02/17/2010 08:53:56 D D
aponce         02/17/2010 09:01:37 D D
mcarvajal      02/17/2010 09:10:01 D D
wrioja         02/17/2010 12:28:20 D D
aencinas       02/17/2010 12:30:32 0 D
rbueno         02/17/2010 12:30:38 0 D
jrojas         02/17/2010 12:30:55 0 D
drocabado      02/17/2010 12:31:06 0 D
agarcia        02/17/2010 12:31:16 0 D
mmontano       02/17/2010 12:31:24 0 D
jfuertes       02/17/2010 12:31:59 0 D
adelgadillo    02/17/2010 12:33:16 0 D
hvillegas      02/17/2010 12:33:27 0 D
galcala        02/17/2010 12:33:35 0 D
randia         02/17/2010 12:33:42 0 D
amachaca       02/17/2010 12:33:50 0 D
ebeltran       02/17/2010 12:33:56 D D
czamora        02/17/2010 12:34:04 0 D
ecaero         02/17/2010 12:34:14 0 D
kmontalvo      02/17/2010 12:34:21 0 D
cvalverde      02/17/2010 12:34:26 0 D
rayala         02/17/2010 12:34:37 0 D
dpalomino      02/17/2010 12:35:03 0 D
hmaldonado     02/17/2010 12:35:11 0 D
jduran         02/17/2010 12:35:20 0 D
esanabria      02/17/2010 12:35:33 0 D
scastro        02/17/2010 12:35:45 0 D
csubieta       02/17/2010 12:35:55 0 D
oantezana      02/17/2010 12:36:05 0 D
mmejia         02/17/2010 12:36:14 0 D
jsiles         02/17/2010 12:36:21 0 D
cquiroga       02/17/2010 12:36:28 0 D
rpereira       02/17/2010 12:36:38 0 D
ovelarde       02/17/2010 12:36:46 0 D
fvega          02/17/2010 12:36:53 0 D
bgranado       02/17/2010 12:37:03 0 D
schopitea      02/17/2010 12:37:12 0 D
smarino        02/17/2010 12:37:20 0 D
jcardenas      02/17/2010 12:37:29 0 D
rclaure        02/17/2010 12:37:40 0 D
rrodriguez     02/17/2010 12:37:48 0 D
farnez         02/17/2010 12:37:55 0 D
dcastro        02/17/2010 12:38:02 0 D
oferrufino     02/17/2010 12:38:09 0 D
dmitma         02/17/2010 12:38:43 0 D
dsuarez        02/17/2010 12:39:00 0 D
esolis         02/17/2010 12:39:08 0 D
rbaldelomar    02/17/2010 12:39:16 0 D
acamacho       02/17/2010 12:39:25 0 D
fllallagua     02/17/2010 12:39:35 0 D
cmollo         02/17/2010 12:40:08 0 D
dhuarita       02/17/2010 12:40:16 0 D
enotta         02/17/2010 12:44:04 0 D
icvargas       02/17/2010 12:44:17 0 D
jdurandal      02/17/2010 12:44:24 D D
gherbas        02/17/2010 12:44:30 0 D
rcordova       02/17/2010 12:44:45 0 D
rcoronel       02/17/2010 12:45:48 D D
gcastro        02/17/2010 12:46:06 0 D
mgonzalez      02/17/2010 12:46:17 0 D
mcarvajal      02/17/2010 12:47:12 0 D
frojas         02/17/2010 12:48:13 0 D
plema          02/17/2010 12:48:29 0 D
lsuarez        02/17/2010 12:49:09 0 D
dayaviri       02/17/2010 12:49:22 D D
dayaviri       02/17/2010 12:49:33 0 D
mzambrana      02/17/2010 12:49:40 0 D
jrivera        02/17/2010 12:49:48 0 D
vsoliz         02/17/2010 12:53:06 0 D
sclaros        02/17/2010 12:54:19 0 D
gvelasquez     02/17/2010 12:54:26 0 D
rchumacero     02/17/2010 12:59:40 0 D
krojas         02/17/2010 13:00:17 0 D
tsoliz         02/17/2010 13:01:50 0 D
jcarvallo      02/17/2010 13:05:51 0 D
dmitma         02/17/2010 13:15:06 D D
smarino        02/17/2010 13:16:23 D D
jcarvallo      02/17/2010 13:25:50 D D
jguarachi      02/17/2010 13:26:17 0 D
hvillegas      02/17/2010 13:50:41 D D
rbueno         02/17/2010 13:58:11 D D
rmedrano       02/17/2010 14:00:59 D D
sclaros        02/17/2010 14:04:34 D D
gvelasquez     02/17/2010 14:04:43 D D
vsoliz         02/17/2010 14:04:51 D D
icvargas       02/17/2010 14:11:17 D D
rcordova       02/17/2010 14:14:20 D D
gcastro        02/17/2010 14:16:20 D D
jrojas         02/17/2010 14:21:50 D D
ebeltran       02/17/2010 14:23:42 D D
adelgadillo    02/17/2010 14:25:25 D D
amachaca       02/17/2010 14:26:11 D D
jbaptista      02/17/2010 14:26:19 D D
tsoliz         02/17/2010 14:26:24 D D
cvalverde      02/17/2010 14:26:31 D D
wrioja         02/17/2010 14:28:08 D D
jguarachi      02/17/2010 14:29:19 D D
dayaviri       02/17/2010 14:29:25 D D
msinaniz       02/17/2010 14:29:34 D D
rchumacero     02/17/2010 14:29:40 D D
oantezana      02/17/2010 14:30:27 D D
jsiles         02/17/2010 14:30:39 D D
mgonzalez      02/17/2010 14:31:24 D D
jfuertes       02/17/2010 14:31:31 D D
dpalomino      02/17/2010 14:32:06 D D
mmejia         02/17/2010 14:32:58 D D
mzambrana      02/17/2010 14:35:08 D D
esolis         02/17/2010 14:35:22 D D
jrivera        02/17/2010 14:35:28 D D
frojas         02/17/2010 14:35:35 D D
drocabado      02/17/2010 14:35:43 D D
fvega          02/17/2010 14:35:51 D D
ecaero         02/17/2010 14:35:59 D D
enotta         02/17/2010 14:36:43 D D
plema          02/17/2010 14:37:02 D D
rbaldelomar    02/17/2010 14:37:55 D D
agarcia        02/17/2010 14:38:13 D D
kmontalvo      02/17/2010 14:38:19 D D
fllallagua     02/17/2010 14:38:28 D D
acamacho       02/17/2010 14:38:45 D D
dcastro        02/17/2010 14:38:52 D D
jdurandal      02/17/2010 14:38:58 D D
rrodriguez     02/17/2010 14:39:24 D D
asaldias       02/17/2010 14:39:45 D D
dsuarez        02/17/2010 14:39:53 D D
hmaldonado     02/17/2010 14:39:59 D D
esanabria      02/17/2010 14:40:04 D D
krojas         02/17/2010 14:40:27 D D
cquiroga       02/17/2010 14:40:33 D D
csubieta       02/17/2010 14:40:41 D D
oferrufino     02/17/2010 14:40:50 D D
farnez         02/17/2010 14:40:59 D D
rayala         02/17/2010 14:41:29 D D
rcoronel       02/17/2010 14:41:34 D D
jduran         02/17/2010 14:42:16 D D
ovelarde       02/17/2010 14:44:13 D D
dhuarita       02/17/2010 14:44:22 D D
schopitea      02/17/2010 14:44:28 D
lsuarez        02/17/2010 14:44:40 D D
mmontano       02/17/2010 14:45:37 D D
jquispe        02/17/2010 14:46:51 D D
layllon        02/17/2010 14:48:11 D D
mcarvajal      02/17/2010 14:48:20 D D
galcala        02/17/2010 14:52:36 D D
scastro        02/17/2010 15:01:05 D D
czamora        02/17/2010 15:28:28 D D
enotta         02/17/2010 18:09:17 0 D
mmontano       02/17/2010 18:30:53 0 D
jrojas         02/17/2010 18:31:55 0 D
rbueno         02/17/2010 18:32:04 0 D
drocabado      02/17/2010 18:35:56 0 D
esanabria      02/17/2010 18:36:04 0 D
agarcia        02/17/2010 18:36:23 0 D
jfuertes       02/17/2010 18:37:14 0 D
rcordova       02/17/2010 18:37:21 0 D
cvalverde      02/17/2010 18:37:28 0 D
jsiles         02/17/2010 18:37:48 0 D
tsoliz         02/17/2010 18:38:28 0 D
dmitma         02/17/2010 18:38:37 0 D
csubieta       02/17/2010 18:39:05 0 D
oferrufino     02/17/2010 18:39:26 0 D
ebeltran       02/17/2010 18:40:33 0 D
rpereira       02/17/2010 18:43:04 0 D
mmejia         02/17/2010 18:44:24 0 D
rbaldelomar    02/17/2010 18:45:59 0 D
jduran         02/17/2010 18:47:43 0 D
plema          02/17/2010 18:49:18 0 D
amachaca       02/17/2010 18:49:44 0 D
esolis         02/17/2010 18:51:06 0 D
ovelarde       02/17/2010 18:51:19 0 D
dmitma         02/17/2010 18:51:28 0 D
galcala        02/17/2010 18:51:49 0 D
rmijaria       02/17/2010 18:52:09 0 D
dhuarita       02/17/2010 18:53:39 0 D
rayala         02/17/2010 18:55:06 0 D
rcoronel	   02/17/2010 18:55:15 0 D
rrodriguez	   02/17/2010 18:55:33 0 D
kmontalvo	   02/17/2010 18:56:47 0 D
hmaldonado	   02/17/2010 18:57:46 0 D
rvia	         02/17/2010 19:00:22 0 D
rsalamanca	   02/17/2010 19:00:28 0 D
jquispe        02/17/2010 19:05:48 0 D
adelgadillo    02/17/2010 19:06:05 0 D
rclaure        02/17/2010 19:06:29 0 D
jpinto         02/17/2010 19:06:56 0 D
dcastro        02/17/2010 19:07:24 0 D
gvelasquez     02/17/2010 19:07:44 0 D
msinaniz       02/17/2010 19:08:37 0 D
rchumacero     02/17/2010 19:09:21 0 D
wrioja         02/17/2010 19:10:19 0 D
ecaero         02/17/2010 19:10:45 0 D
acamacho       02/17/2010 19:13:07 0 D
schopitea      02/17/2010 19:13:12 D	
